family_id,current_year,current_month,sex,age,age_month,life_expectancy,dead,occupation,already_married,entrepreneurship,successful_entrepreneur,life_insurance,body_condition,monthly_health_cost,baby_cost,initial_monthly_income,current_period_income,last_period_employee_income,food_consumption_monthly_value,other_consumption_monthly_value,initial_saving,monthly_saving,total_saving,retirement_monthly_payment,jobless_subsidy,birth_willingness,num_of_children,salary_yearly_increase_rate
mEpSrXwNYqpf0i8eBFNVib2P,1,1,man,18.0,4.0,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,0.0,98.7748,21.84651364270381,18.8421,0.0,,0.0,0,0,0.0,0,0.0518
mEpSrXwNYqpf0i8eBFNVib2P,1,2,man,18.0,5.0,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,27.31654436226341,20.2809,0.0,51.17735563773658,51.17735563773658,0,0,0.0,0,0.1568
mEpSrXwNYqpf0i8eBFNVib2P,1,3,man,18.0,6.0,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,21.29347088127781,50.1221,0.0,27.359229118722183,78.53658475645877,0,0,0.0,0,0.1818
mEpSrXwNYqpf0i8eBFNVib2P,1,4,man,18.0,7.0,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,22.747053606571527,20.8066,0.0,55.22114639342847,133.75773114988723,0,0,0.0,0,0.2009
mEpSrXwNYqpf0i8eBFNVib2P,1,5,man,18.0,8.0,59.0,False,employed,False,False,False,35,disabled,0,0.0,98.7748,98.7748,98.7748,24.024806201038547,9.8762,0.0,64.87379379896146,198.6315249488487,0,0,0.0,0,0.2069
mEpSrXwNYqpf0i8eBFNVib2P,1,6,man,18.0,9.0,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,24.98398716944124,34.0121,0.0,39.77871283055877,238.41023777940745,0,0,0.0,0,0.1753
mEpSrXwNYqpf0i8eBFNVib2P,1,7,man,18.0,10.0,59.0,False,employed,False,False,False,35,sick,0,0.0,98.7748,98.7748,98.7748,20.02722176420969,9.7521,0.0,68.99547823579032,307.4057160151977,0,0,0.0,0,0.2144
mEpSrXwNYqpf0i8eBFNVib2P,1,8,man,18.0,11.0,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,24.544900488335745,31.5794,0.0,42.65049951166426,350.056215526862,0,0,0.0,0,0.1689
mEpSrXwNYqpf0i8eBFNVib2P,1,9,man,18.0,12.0,59.0,False,employed,False,False,False,35,disabled,0,0.0,98.7748,98.7748,98.7748,21.2821828013535,11.2456,0.0,66.2470171986465,416.3032327255085,0,0,0.0,0,0.1231
mEpSrXwNYqpf0i8eBFNVib2P,1,10,man,19.0,1,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,25.854603950960083,5.5544,0.0,67.36579604903991,483.6690287745485,0,0,0.0,0,0.2333
mEpSrXwNYqpf0i8eBFNVib2P,1,11,man,19.0,2,59.0,False,employed,False,False,False,35,healthy,0,0.0,98.7748,98.7748,98.7748,27.68808728553385,83.0531,0.0,-11.966387285533855,471.7026414890146,0,0,0.0,0,0.0724
