family_id,current_year,current_month,sex,age,age_month,life_expectancy,dead,occupation,already_married,entrepreneurship,successful_entrepreneur,life_insurance,body_condition,monthly_health_cost,baby_cost,initial_monthly_income,current_period_income,last_period_employee_income,food_consumption_monthly_value,other_consumption_monthly_value,initial_saving,monthly_saving,total_saving,retirement_monthly_payment,jobless_subsidy,birth_willingness,num_of_children,salary_yearly_increase_rate
vcN8LO5AQsXFMoIiicH3YVDg,1,1,woman,51.0,1.0,67.0,False,employed,False,False,False,35,healthy,0,0.0,117.7634,0.0,117.7634,29.67156773424589,28.3055,16641.0,,16641.0,0,0,0,1,0.006
vcN8LO5AQsXFMoIiicH3YVDg,1,2,woman,51.0,2.0,67.0,False,employed,False,False,False,35,sick,0,36.0,117.7634,117.7634,117.7634,26.84517251197657,22.3083,16641.0,32.60992748802343,16673.60992748802,0,0,0,1,0.0268
vcN8LO5AQsXFMoIiicH3YVDg,1,3,woman,51.0,3.0,67.0,False,employed,False,False,False,35,healthy,0,62.0,117.7634,117.7634,117.7634,29.9148043941918,2.0002,16641.0,23.848395605808197,16697.45832309383,0,0,0,1,0.0256
vcN8LO5AQsXFMoIiicH3YVDg,1,4,woman,51.0,4.0,67.0,False,employed,False,False,False,35,healthy,0,36.0,117.7634,117.7634,117.7634,23.160456379710084,25.8198,16641.0,32.78314362028992,16730.24146671412,0,0,0,1,0.0298
vcN8LO5AQsXFMoIiicH3YVDg,1,5,woman,51.0,5.0,67.0,False,employed,False,False,False,35,sick,0,81.0,117.7634,117.7634,117.7634,24.061830853627512,15.9095,16641.0,-3.207930853627502,16727.033535860493,0,0,0,1,0.0312
vcN8LO5AQsXFMoIiicH3YVDg,1,6,woman,51.0,6.0,67.0,False,employed,False,False,False,35,healthy,0,69.0,117.7634,117.7634,117.7634,27.69605689246639,2.0478,16641.0,19.01954310753362,16746.053078968027,0,0,0,1,0.0112
vcN8LO5AQsXFMoIiicH3YVDg,1,7,woman,51.0,7.0,67.0,False,employed,False,False,False,35,disabled,0,77.0,117.7634,117.7634,117.7634,23.70559385940793,7.6567,16641.0,9.401106140592075,16755.454185108618,0,0,0,1,0.0097
vcN8LO5AQsXFMoIiicH3YVDg,1,8,woman,51.0,8.0,67.0,False,employed,False,False,False,35,healthy,0,50.0,117.7634,117.7634,117.7634,21.699990031385138,37.1503,16641.0,8.913109968614862,16764.367295077234,0,0,0,1,0.0091
vcN8LO5AQsXFMoIiicH3YVDg,1,9,woman,51.0,9.0,67.0,False,employed,False,False,False,35,healthy,0,87.0,117.7634,117.7634,117.7634,39.36272528252789,114.4084,16641.0,-123.00772528252789,16641.359569794706,0,0,0,1,0.0211
vcN8LO5AQsXFMoIiicH3YVDg,1,10,woman,51.0,10.0,67.0,False,employed,False,False,False,35,healthy,0,29.0,117.7634,117.7634,117.7634,29.625354101346176,31.5659,16641.0,27.57214589865383,16668.93171569336,0,0,0,1,0.0
vcN8LO5AQsXFMoIiicH3YVDg,1,11,woman,51.0,11.0,67.0,False,employed,False,False,False,35,healthy,0,68.0,117.7634,117.7634,117.7634,33.73431179538779,7.1643,16641.0,8.86478820461221,16677.796503897975,0,0,0,1,0.0073
vcN8LO5AQsXFMoIiicH3YVDg,1,12,woman,51.0,12.0,67.0,False,employed,False,False,False,35,sick,0,47.0,117.7634,117.7634,117.7634,24.7085850728232,31.6952,16641.0,14.359614927176809,16692.15611882515,0,0,0,1,0.019
vcN8LO5AQsXFMoIiicH3YVDg,2,1,woman,52.0,1,67.0,False,employed,False,False,False,35,healthy,0,73.0,120.0,120.0,120.0,19.79553202815213,49.7223,16641.0,-22.51783202815213,16669.638286797,0,0,0,1,0.0182
vcN8LO5AQsXFMoIiicH3YVDg,2,2,woman,52.0,2,67.0,False,employed,False,False,False,35,healthy,0,81.0,120.0,120.0,120.0,28.718845778278546,12.0738,16641.0,-1.7926457782785548,16667.84564101872,0,0,0,1,0.0425
vcN8LO5AQsXFMoIiicH3YVDg,2,3,woman,52.0,3,67.0,False,employed,False,False,False,35,healthy,0,112.0,120.0,120.0,120.0,24.0933006237719,22.1056,16641.0,-38.19890062377189,16629.64674039495,0,0,0,1,0.0057
vcN8LO5AQsXFMoIiicH3YVDg,2,4,woman,52.0,4,67.0,False,employed,False,False,False,35,healthy,0,80.0,120.0,120.0,120.0,28.060443026222824,115.8097,16641.0,-103.87014302622283,16525.776597368727,0,0,0,1,0.0298
vcN8LO5AQsXFMoIiicH3YVDg,2,5,woman,52.0,5,67.0,False,employed,False,False,False,35,healthy,0,46.0,120.0,120.0,120.0,35.13723817417546,19.5694,16641.0,19.293361825824547,16545.069959194552,0,0,0,1,0.0233
vcN8LO5AQsXFMoIiicH3YVDg,2,6,woman,52.0,6,67.0,False,employed,False,False,False,35,healthy,0,8.0,120.0,120.0,120.0,28.910965521031404,20.3614,16641.0,62.7276344789686,16607.79759367352,0,0,0,1,0.0404
vcN8LO5AQsXFMoIiicH3YVDg,2,7,woman,52.0,7,67.0,False,employed,False,False,False,35,healthy,0,89.0,120.0,120.0,120.0,24.873933582827053,16.8881,16641.0,-10.762033582827058,16597.03556009069,0,0,0,1,0.0269
vcN8LO5AQsXFMoIiicH3YVDg,2,8,woman,52.0,8,67.0,False,employed,False,False,False,35,sick,0,81.0,120.0,120.0,120.0,23.071794345859814,12.3821,16641.0,3.546105654140192,16600.58166574483,0,0,0,1,0.0125
vcN8LO5AQsXFMoIiicH3YVDg,2,9,woman,52.0,9,67.0,False,employed,False,False,False,35,healthy,0,51.0,120.0,120.0,120.0,25.188001116811083,23.4154,16641.0,20.396598883188915,16620.97826462802,0,0,0,1,0.0198
vcN8LO5AQsXFMoIiicH3YVDg,2,10,woman,52.0,10,67.0,False,employed,False,False,False,35,sick,0,31.0,120.0,120.0,120.0,33.00884821567772,21.9854,16641.0,34.005751784322285,16654.98401641234,0,0,0,1,0.0378
vcN8LO5AQsXFMoIiicH3YVDg,2,11,woman,52.0,11,67.0,False,employed,False,False,False,35,disabled,0,80.0,120.0,120.0,120.0,40.25774899733837,53.823,16641.0,-54.08074899733837,16600.903267415004,0,0,0,1,0.0041
vcN8LO5AQsXFMoIiicH3YVDg,2,12,woman,52.0,12,67.0,False,employed,False,False,False,35,sick,0,52.0,120.0,120.0,120.0,28.50356360465888,38.8175,16641.0,0.6789363953411183,16601.582203810343,0,0,0,1,0.0
vcN8LO5AQsXFMoIiicH3YVDg,3,1,woman,53.0,1,67.0,False,employed,False,False,False,35,healthy,0,13.0,124.0,124.0,124.0,25.867730133647598,49.7218,16641.0,35.4104698663524,16636.992673676697,0,0,0,1,0.032
vcN8LO5AQsXFMoIiicH3YVDg,3,2,woman,53.0,2,67.0,False,employed,False,False,False,35,healthy,0,58.0,124.0,124.0,124.0,30.47765440318093,12.0708,16641.0,23.45154559681906,16660.444219273515,0,0,0,1,0.021
vcN8LO5AQsXFMoIiicH3YVDg,3,3,woman,53.0,3,67.0,False,employed,False,False,False,35,healthy,0,34.0,124.0,124.0,124.0,27.37482407919958,1.5514,16641.0,61.073775920800415,16721.517995194314,0,0,0,1,0.0371
vcN8LO5AQsXFMoIiicH3YVDg,3,4,woman,53.0,4,67.0,False,employed,False,False,False,35,healthy,0,15.0,124.0,124.0,124.0,23.980635390838028,11.4005,16641.0,73.61886460916197,16795.136859803475,0,0,0,1,0.0286
vcN8LO5AQsXFMoIiicH3YVDg,3,5,woman,53.0,5,67.0,False,employed,False,False,False,35,sick,0,55.0,124.0,124.0,124.0,18.35108230952719,94.1246,16641.0,-43.47568230952719,16751.66117749395,0,0,0,1,0.0242
vcN8LO5AQsXFMoIiicH3YVDg,3,6,woman,53.0,6,67.0,False,employed,False,False,False,35,healthy,0,68.0,124.0,124.0,124.0,25.99014013508969,39.3527,16641.0,-9.342840135089688,16742.318337358858,0,0,0,1,0.0307
vcN8LO5AQsXFMoIiicH3YVDg,3,7,woman,53.0,7,67.0,False,employed,False,False,False,35,healthy,0,55.0,124.0,124.0,124.0,34.6038575122749,8.8647,16641.0,25.5314424877251,16767.849779846583,0,0,0,1,0.0178
vcN8LO5AQsXFMoIiicH3YVDg,3,8,woman,53.0,8,67.0,False,employed,False,False,False,35,healthy,0,47.0,124.0,124.0,124.0,36.42105048018115,5.7948,16641.0,34.784149519818854,16802.633929366402,0,0,0,1,0.0275
vcN8LO5AQsXFMoIiicH3YVDg,3,9,woman,53.0,9,67.0,False,employed,False,False,False,35,healthy,0,43.0,124.0,124.0,124.0,27.135646552659285,35.2286,16641.0,18.63575344734072,16821.26968281374,0,0,0,1,0.0236
vcN8LO5AQsXFMoIiicH3YVDg,3,10,woman,53.0,10,67.0,False,employed,False,False,False,35,healthy,0,39.0,124.0,124.0,124.0,33.40641909092374,106.4458,16641.0,-54.85221909092376,16766.417463722817,0,0,0,1,0.0125
vcN8LO5AQsXFMoIiicH3YVDg,3,11,woman,53.0,11,67.0,False,employed,False,False,False,35,healthy,0,65.0,124.0,124.0,124.0,28.19694247525324,43.2872,16641.0,-12.484142475253236,16753.933321247565,0,0,0,1,0.0
vcN8LO5AQsXFMoIiicH3YVDg,3,12,woman,53.0,12,67.0,False,employed,False,False,False,35,disabled,0,69.0,124.0,124.0,124.0,23.287229771275324,6.7977,16641.0,24.915070228724677,16778.84839147629,0,0,0,1,0.0218
vcN8LO5AQsXFMoIiicH3YVDg,4,1,woman,54.0,1,67.0,False,employed,False,False,False,35,healthy,0,82.0,126.0,126.0,126.0,27.596912280755088,55.4431,16641.0,-39.04001228075509,16739.808379195536,0,0,0,1,0.0142
vcN8LO5AQsXFMoIiicH3YVDg,4,2,woman,54.0,2,67.0,False,employed,False,False,False,35,healthy,0,60.0,126.0,126.0,126.0,36.3246627081969,94.6537,16641.0,-64.97836270819691,16674.83001648734,0,0,0,1,0.0224
vcN8LO5AQsXFMoIiicH3YVDg,4,3,woman,54.0,3,67.0,False,employed,False,False,False,35,disabled,0,53.0,126.0,126.0,126.0,35.48813345885824,17.186,16641.0,20.32586654114175,16695.15588302848,0,0,0,1,0.029
vcN8LO5AQsXFMoIiicH3YVDg,4,4,woman,54.0,4,67.0,False,employed,False,False,False,35,sick,0,46.0,126.0,126.0,126.0,26.04519455228927,4.2102,16641.0,49.744605447710725,16744.900488476193,0,0,0,1,0.0
vcN8LO5AQsXFMoIiicH3YVDg,4,5,woman,54.0,5,67.0,False,employed,False,False,False,35,healthy,0,63.0,126.0,126.0,126.0,27.199746698364464,16.9158,16641.0,18.88445330163553,16763.784941777827,0,0,0,1,0.0108
vcN8LO5AQsXFMoIiicH3YVDg,4,6,woman,54.0,6,67.0,False,employed,False,False,False,35,healthy,0,86.0,126.0,126.0,126.0,29.59109346458888,11.3138,16641.0,-0.9048934645888806,16762.88004831324,0,0,0,1,0.0311
vcN8LO5AQsXFMoIiicH3YVDg,4,7,woman,54.0,7,67.0,False,employed,False,False,False,35,healthy,0,77.0,126.0,126.0,126.0,31.91310746736914,10.5921,16641.0,6.4947925326308535,16769.37484084587,0,0,0,1,0.0151
vcN8LO5AQsXFMoIiicH3YVDg,4,8,woman,54.0,8,67.0,False,employed,False,False,False,35,healthy,0,38.0,126.0,126.0,126.0,31.881338297404128,18.7312,16641.0,37.38746170259587,16806.762302548468,0,0,0,1,0.0296
vcN8LO5AQsXFMoIiicH3YVDg,4,9,woman,54.0,9,67.0,False,employed,False,False,False,35,healthy,0,60.0,126.0,126.0,126.0,16.781936207648986,26.7954,16641.0,22.422663792351017,16829.184966340817,0,0,0,1,0.0102
vcN8LO5AQsXFMoIiicH3YVDg,4,10,woman,54.0,10,67.0,False,employed,False,False,False,35,healthy,0,27.0,126.0,126.0,126.0,38.46827442204104,11.1985,16641.0,49.33322557795897,16878.518191918778,0,0,0,1,0.0285
vcN8LO5AQsXFMoIiicH3YVDg,4,11,woman,54.0,11,67.0,False,employed,False,False,False,35,healthy,0,48.0,126.0,126.0,126.0,23.91276439943508,26.2599,16641.0,27.82733560056492,16906.345527519345,0,0,0,1,0.0203
vcN8LO5AQsXFMoIiicH3YVDg,4,12,woman,54.0,12,67.0,False,employed,False,False,False,35,healthy,0,54.0,126.0,126.0,126.0,26.41193704256837,13.5004,16641.0,32.08766295743163,16938.433190476775,0,0,0,1,0.0183
vcN8LO5AQsXFMoIiicH3YVDg,5,1,woman,55.0,1,67.0,False,employed,False,False,False,35,healthy,0,19.0,127.0,127.0,127.0,29.257197466804172,27.0251,16641.0,51.71770253319583,16990.15089300997,0,0,0,1,0.009
vcN8LO5AQsXFMoIiicH3YVDg,5,2,woman,55.0,2,67.0,False,employed,False,False,False,35,healthy,0,70.0,127.0,127.0,127.0,27.90847606151452,42.4076,16641.0,-13.316076061514522,16976.834816948456,0,0,0,1,0.0238
vcN8LO5AQsXFMoIiicH3YVDg,5,3,woman,55.0,3,67.0,False,employed,False,False,False,35,healthy,0,63.0,127.0,127.0,127.0,23.622430598192405,20.1571,16641.0,20.22046940180759,16997.055286350263,0,0,0,1,0.0189
vcN8LO5AQsXFMoIiicH3YVDg,5,4,woman,55.0,4,67.0,False,employed,False,False,False,35,healthy,0,91.0,127.0,127.0,127.0,36.75451397525334,2.4626,16641.0,-3.2171139752533264,16993.83817237501,0,0,0,1,0.0252
vcN8LO5AQsXFMoIiicH3YVDg,5,5,woman,55.0,5,67.0,False,employed,False,False,False,35,healthy,0,75.0,127.0,127.0,127.0,27.097099783882644,45.9341,16641.0,-21.03119978388264,16972.806972591126,0,0,0,1,0.0149
vcN8LO5AQsXFMoIiicH3YVDg,5,6,woman,55.0,6,67.0,False,employed,False,False,False,35,sick,0,74.0,127.0,127.0,127.0,19.87763700103534,40.2565,16641.0,-7.1341370010353415,16965.672835590092,0,0,0,1,0.0222
vcN8LO5AQsXFMoIiicH3YVDg,5,7,woman,55.0,7,67.0,False,employed,False,False,False,35,healthy,0,35.0,127.0,127.0,127.0,34.20728638600841,10.4331,16641.0,47.3596136139916,17013.032449204085,0,0,0,1,0.032
vcN8LO5AQsXFMoIiicH3YVDg,5,8,woman,55.0,8,67.0,False,employed,False,False,False,35,healthy,0,55.0,127.0,127.0,127.0,32.43527211395,21.1765,16641.0,18.388227886050004,17031.420677090136,0,0,0,1,0.0323
vcN8LO5AQsXFMoIiicH3YVDg,5,9,woman,55.0,9,67.0,False,employed,False,False,False,35,healthy,0,66.0,127.0,127.0,127.0,21.228140572139328,26.3028,16641.0,13.469059427860673,17044.889736518,0,0,0,1,0.0215
vcN8LO5AQsXFMoIiicH3YVDg,5,10,woman,55.0,10,67.0,False,employed,False,False,False,35,healthy,0,77.0,127.0,127.0,127.0,24.200867697367,13.6282,16641.0,12.170932302632991,17057.06066882063,0,0,0,1,0.0232
vcN8LO5AQsXFMoIiicH3YVDg,5,11,woman,55.0,11,67.0,False,employed,False,False,False,35,healthy,0,89.0,127.0,127.0,127.0,19.361790538577,139.2331,16641.0,-120.594890538577,16936.465778282054,0,0,0,1,0.0309
vcN8LO5AQsXFMoIiicH3YVDg,5,12,woman,55.0,12,67.0,False,employed,False,False,False,35,healthy,0,65.0,127.0,127.0,127.0,25.46795458827489,31.1896,16641.0,5.342445411725109,16941.80822369378,0,0,0,1,0.0245
vcN8LO5AQsXFMoIiicH3YVDg,6,1,woman,56.0,1,67.0,False,employed,False,False,False,35,disabled,0,74.0,128.0,128.0,128.0,21.946901931922383,18.305,16641.0,13.74809806807761,16955.55632176186,0,0,0,1,0.0104
vcN8LO5AQsXFMoIiicH3YVDg,6,2,woman,56.0,2,67.0,False,employed,False,False,False,35,healthy,0,61.0,128.0,128.0,128.0,29.92393345607012,47.9135,16641.0,-10.837433456070116,16944.71888830579,0,0,0,1,0.0332
vcN8LO5AQsXFMoIiicH3YVDg,6,3,woman,56.0,3,67.0,False,employed,False,False,False,35,healthy,0,51.0,128.0,128.0,128.0,20.29755741091683,109.5079,16641.0,-52.80545741091683,16891.913430894874,0,0,0,1,0.0233
vcN8LO5AQsXFMoIiicH3YVDg,6,4,woman,56.0,4,67.0,False,employed,False,False,False,35,healthy,0,70.0,128.0,128.0,128.0,21.759739707148366,5.6921,16641.0,30.548160292851637,16922.461591187726,0,0,0,1,0.013
vcN8LO5AQsXFMoIiicH3YVDg,6,5,woman,56.0,5,67.0,False,employed,False,False,False,35,sick,0,54.0,128.0,128.0,128.0,18.57764266847765,13.5875,16641.0,41.83485733152234,16964.29644851925,0,0,0,1,0.0267
