family_id,current_year,current_month,sex,age,age_month,life_expectancy,dead,occupation,already_married,entrepreneurship,successful_entrepreneur,life_insurance,body_condition,monthly_health_cost,baby_cost,initial_monthly_income,current_period_income,last_period_employee_income,food_consumption_monthly_value,other_consumption_monthly_value,initial_saving,monthly_saving,total_saving,retirement_monthly_payment,jobless_subsidy,birth_willingness,num_of_children,salary_yearly_increase_rate
mAy4FPoX7VwrDIwIZ32va6Yf,1,1,man,28.0,5.0,69.0,False,employed,False,False,False,35,disabled,0,0.0,42.0537,0.0,42.0537,4.7638,0.7768,11335.0,,11335.0,0,0,0.0,1,0.0
mAy4FPoX7VwrDIwIZ32va6Yf,1,2,man,28.0,6.0,69.0,False,employed,False,False,False,35,healthy,0,54.0,42.0537,42.0537,42.0537,10.5237,35.5281,11335.0,-57.9981,11277.0019,0,0,0.0,1,0.0
mAy4FPoX7VwrDIwIZ32va6Yf,1,3,man,28.0,7.0,69.0,False,employed,False,False,False,35,healthy,0,34.0,42.0537,42.0537,42.0537,7.4761,23.0476,11335.0,-22.47,11254.5319,0,0,0.0,1,0.0529
mAy4FPoX7VwrDIwIZ32va6Yf,1,4,man,28.0,8.0,69.0,False,employed,False,False,False,35,sick,0,62.0,42.0537,42.0537,42.0537,8.5415,5.6134,11335.0,-34.1012,11220.4307,0,0,0.0,1,0.0682
mAy4FPoX7VwrDIwIZ32va6Yf,1,5,man,28.0,9.0,69.0,False,employed,False,False,False,35,healthy,0,97.0,42.0537,42.0537,42.0537,1.7727,3.9772,11335.0,-60.696200000000005,11159.7345,0,0,0.0,1,0.0114
mAy4FPoX7VwrDIwIZ32va6Yf,1,6,man,28.0,10.0,69.0,False,employed,False,False,False,35,healthy,0,44.0,42.0537,42.0537,42.0537,10.5843,0.5212,11335.0,-13.0518,11146.6827,0,0,0.0,1,0.0539
mAy4FPoX7VwrDIwIZ32va6Yf,1,7,man,28.0,11.0,69.0,False,employed,False,False,False,35,healthy,0,67.0,42.0537,42.0537,42.0537,28.9758,6.2018,11335.0,-60.1239,11086.5588,0,0,0.0,1,0.0
mAy4FPoX7VwrDIwIZ32va6Yf,1,8,man,28.0,12.0,69.0,False,employed,False,False,False,35,healthy,0,106.0,42.0537,42.0537,42.0537,66.2292,2.3405,11335.0,-132.51600000000002,10954.0428,0,0,0.0,1,0.0307
mAy4FPoX7VwrDIwIZ32va6Yf,1,9,man,29.0,1,69.0,False,employed,False,False,False,35,healthy,0,65.0,42.0537,42.0537,42.0537,20.1281,7.73,11335.0,-50.8044,10903.2384,0,0,0.0,1,0.029
mAy4FPoX7VwrDIwIZ32va6Yf,1,10,man,29.0,2,69.0,False,employed,False,False,False,35,sick,0,102.0,42.0537,42.0537,42.0537,27.7265,8.2504,11335.0,-95.9232,10807.3152,0,0,0.0,1,0.1198
mAy4FPoX7VwrDIwIZ32va6Yf,1,11,man,29.0,3,69.0,False,employed,True,False,False,35,healthy,0,77.0,42.0537,42.0537,42.0537,42.2069,27.8579,11335.0,-105.0111,10702.3041,0,0,0.0016666666666666,1,0.0524
mAy4FPoX7VwrDIwIZ32va6Yf,1,12,man,29.0,4,69.0,False,employed,True,False,False,35,healthy,0,69.0,42.0537,42.0537,42.0537,33.99,3.1037,11335.0,-64.04,10638.2641,0,0,0.0016666666666666,1,0.0725
mAy4FPoX7VwrDIwIZ32va6Yf,2,1,man,29.0,5,69.0,False,employed,True,False,False,35,healthy,0,34.0,47.0,47.0,47.0,3.0146,17.3456,11335.0,-7.360200000000002,10630.9039,0,0,0.0016666666666666,1,0.1162
mAy4FPoX7VwrDIwIZ32va6Yf,2,2,man,29.0,6,69.0,False,employed,True,False,False,35,healthy,0,38.0,47.0,47.0,47.0,25.7603,9.5213,11335.0,-26.2816,10604.6223,0,0,0.0016666666666666,1,0.018
mAy4FPoX7VwrDIwIZ32va6Yf,2,3,man,29.0,7,69.0,False,unemployed,True,False,False,10,healthy,0,70.0,47.0,0.0,0.0,20.0,0.0,11335.0,-90.0,10514.6223,0,21.0,0.0016666666666666,1,0.0961
mAy4FPoX7VwrDIwIZ32va6Yf,2,4,man,29.0,8,69.0,False,employed,True,False,False,35,healthy,0,49.0,47.0,47.0,47.0,74.7855,28.8201,11335.0,-105.6056,10409.0167,0,0,0.0016666666666666,1,0.1456
mAy4FPoX7VwrDIwIZ32va6Yf,2,5,man,29.0,9,69.0,False,employed,True,False,False,35,healthy,0,41.0,47.0,47.0,47.0,49.6996,25.5635,11335.0,-69.2631,10339.7536,0,0,0.0016666666666666,1,0.0223
mAy4FPoX7VwrDIwIZ32va6Yf,2,6,man,29.0,10,69.0,False,employed,True,False,False,35,sick,0,62.0,47.0,47.0,47.0,12.0999,16.8548,11335.0,-43.9547,10295.7989,0,0,0.0016666666666666,1,0.0318
mAy4FPoX7VwrDIwIZ32va6Yf,2,7,man,29.0,11,69.0,False,employed,True,False,False,35,healthy,0,23.0,47.0,47.0,47.0,4.0301,26.9866,11335.0,-7.016699999999997,10288.7822,0,0,0.0016666666666666,1,0.0
mAy4FPoX7VwrDIwIZ32va6Yf,2,8,man,29.0,12,69.0,False,employed,True,False,False,35,healthy,0,53.0,47.0,47.0,47.0,21.5509,34.7457,11335.0,-62.2966,10226.4856,0,0,0.0016666666666666,1,0.0511
mAy4FPoX7VwrDIwIZ32va6Yf,2,9,man,30.0,1,69.0,False,employed,True,False,False,35,sick,0,67.0,47.0,47.0,47.0,13.1922,7.1384,11335.0,-40.3306,10186.155,0,0,0.00025,1,0.0468
