family_id,current_year,current_month,sex,age,age_month,life_expectancy,dead,occupation,already_married,entrepreneurship,successful_entrepreneur,life_insurance,body_condition,monthly_health_cost,baby_cost,initial_monthly_income,current_period_income,last_period_employee_income,food_consumption_monthly_value,other_consumption_monthly_value,initial_saving,monthly_saving,total_saving,retirement_monthly_payment,jobless_subsidy,birth_willingness,num_of_children,salary_yearly_increase_rate
ZmNvrVp1lGlaZz04M9WC1z1v,1,1,man,62.0,11.0,84.0,False,employed,False,False,False,35,healthy,0,0.0,169.4927,0,169.4927,35.67815583680414,61.5181,1480.0,,1480.0,0.0,0,0,1,0.0205
ZmNvrVp1lGlaZz04M9WC1z1v,1,2,man,62.0,12.0,84.0,False,employed,False,False,False,35,healthy,0,64.0,169.4927,169.4927,169.4927,41.10535778642903,62.6316,1480.0,1.7557422135709828,1481.755742213571,0.0,0,0,1,0.0147
ZmNvrVp1lGlaZz04M9WC1z1v,1,3,man,63.0,1,84.0,False,employed,False,False,False,35,healthy,0,54.0,169.4927,169.4927,169.4927,35.62130385777737,41.5335,1480.0,38.33789614222263,1520.0936383557937,0.0,0,0,1,0.0173
ZmNvrVp1lGlaZz04M9WC1z1v,1,4,man,63.0,2,84.0,False,employed,False,False,False,35,disabled,0,70.0,169.4927,169.4927,169.4927,36.09495360597011,38.6195,1480.0,24.77824639402989,1544.8718847498235,0.0,0,0,1,0.0248
ZmNvrVp1lGlaZz04M9WC1z1v,1,5,man,63.0,3,84.0,False,employed,False,False,False,35,healthy,0,67.0,169.4927,169.4927,169.4927,39.61933963695046,88.7695,1480.0,-25.89613963695044,1518.975745112873,0.0,0,0,1,0.021
ZmNvrVp1lGlaZz04M9WC1z1v,1,6,man,63.0,4,84.0,False,employed,False,False,False,35,disabled,0,90.0,169.4927,169.4927,169.4927,38.043633742385055,63.5624,1480.0,-22.11333374238504,1496.862411370488,0.0,0,0,1,0.0286
ZmNvrVp1lGlaZz04M9WC1z1v,1,7,man,63.0,5,84.0,False,employed,False,False,False,35,sick,0,71.0,169.4927,169.4927,169.4927,46.51303081737213,28.967,1480.0,23.012669182627874,1519.8750805531158,0.0,0,0,1,0.0239
ZmNvrVp1lGlaZz04M9WC1z1v,1,8,man,63.0,6,84.0,False,employed,False,False,False,35,healthy,0,66.0,169.4927,169.4927,169.4927,39.154546519746965,47.8914,1480.0,16.44675348025305,1536.3218340333688,0.0,0,0,1,0.0149
ZmNvrVp1lGlaZz04M9WC1z1v,1,9,man,63.0,7,84.0,False,employed,False,False,False,35,healthy,0,77.0,169.4927,169.4927,169.4927,36.010075901934734,11.2912,1480.0,45.19142409806528,1581.513258131434,0.0,0,0,1,0.0072
ZmNvrVp1lGlaZz04M9WC1z1v,1,10,man,63.0,8,84.0,False,employed,False,False,False,35,sick,0,63.0,169.4927,169.4927,169.4927,33.13785607677692,3.7108,1480.0,69.64404392322308,1651.157302054657,0.0,0,0,1,0.0385
